id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id0804657,2,2016-03-18 19:36:01,2016-03-18 19:54:40,1,-73.96233367919923,40.779121398925774,-73.98571014404298,40.76123046875,N,1119
id1336564,1,2016-03-18 19:26:02,2016-03-18 19:31:38,3,-73.98728942871094,40.76601028442383,-73.98287200927734,40.77576446533203,N,336
id3784808,2,2016-03-18 19:13:24,2016-03-18 19:28:05,6,-73.99282836914062,40.75297164916992,-73.99734497070312,40.72895812988281,N,881
id0310904,2,2016-03-18 19:16:48,2016-03-19 19:09:22,1,-73.96747589111328,40.77199935913085,-73.9805679321289,40.74786376953125,N,85954
id0109473,2,2016-03-18 19:14:40,2016-03-18 19:21:01,6,-73.97528076171875,40.74568176269531,-73.96562194824219,40.754642486572266,N,381
id3531643,1,2016-03-18 18:06:48,2016-03-18 18:42:26,1,-73.98339080810547,40.76683044433594,-73.99702453613281,40.7148666381836,N,2138
id1979155,2,2016-03-18 19:46:15,2016-03-18 19:58:04,1,-74.00386810302734,40.72571182250977,-73.98899078369139,40.72760009765625,N,709
id1788048,2,2016-03-18 19:05:47,2016-03-18 19:20:24,6,-73.97864532470702,40.73656845092773,-73.95307159423827,40.77937698364258,N,877
id3502692,2,2016-03-18 19:22:33,2016-03-18 19:31:33,4,-73.97933197021484,40.74964141845703,-73.9696044921875,40.75763320922852,N,540
id3318247,2,2016-03-18 18:34:12,2016-03-18 18:41:45,1,-73.966796875,40.76419067382813,-73.97293853759766,40.75468826293945,N,453
id2262195,2,2016-03-18 18:39:22,2016-03-18 18:51:38,3,-73.97708892822266,40.75434875488281,-73.96453094482422,40.77299118041992,N,736
id1085644,2,2016-03-18 18:13:39,2016-03-18 18:22:45,1,-73.99713897705078,40.76258087158203,-73.99495697021484,40.74504089355469,N,546
id2362085,2,2016-03-18 19:38:01,2016-03-18 19:40:41,1,-73.98571014404298,40.74726867675781,-73.98876190185547,40.74042892456055,N,160
id0531127,2,2016-03-18 18:54:35,2016-03-18 19:17:04,1,-74.00539398193358,40.719276428222656,-73.95890808105469,40.6867561340332,N,1349
id1270175,1,2016-03-18 19:14:48,2016-03-18 19:32:40,1,-73.9700927734375,40.75693130493164,-73.98979187011719,40.73847961425781,N,1072
id2370637,2,2016-03-18 19:35:08,2016-03-18 19:38:15,1,-73.98966217041014,40.767478942871094,-73.98330688476562,40.77349472045898,N,187
id3002136,2,2016-03-18 19:32:26,2016-03-18 19:55:29,1,-73.99507904052734,40.73054122924805,-73.99005889892578,40.75688171386719,N,1383
id1673009,2,2016-03-18 18:57:08,2016-03-18 19:03:32,1,-73.95964050292969,40.77096176147461,-73.96807861328125,40.765380859375,N,384
id3962128,2,2016-03-18 18:00:24,2016-03-18 18:19:28,1,-73.98053741455078,40.7635154724121,-73.97880554199219,40.75432586669922,N,1144
id0331621,2,2016-03-18 18:19:05,2016-03-18 18:53:59,1,-73.98782348632812,40.7646369934082,-73.99091339111328,40.72673797607422,N,2094
id3130469,1,2016-03-18 18:39:08,2016-03-18 18:46:35,1,-73.98807525634766,40.743385314941406,-73.99856567382812,40.73051452636719,N,447
id0925887,2,2016-03-18 18:41:32,2016-03-18 18:54:58,2,-73.96053314208984,40.77571105957031,-73.970458984375,40.751949310302734,N,806
id3248046,1,2016-03-18 19:17:59,2016-03-18 19:24:33,1,-73.9759750366211,40.72862243652344,-73.98370361328125,40.73785018920898,N,394
id0889562,1,2016-03-18 19:21:05,2016-03-18 19:42:48,1,-73.96774291992188,40.76227188110352,-74.0162811279297,40.710365295410156,N,1303
id0897486,2,2016-03-18 18:50:48,2016-03-18 19:03:13,1,-74.01225280761719,40.7194938659668,-73.99665832519531,40.75833511352539,N,745
id2797794,2,2016-03-18 19:37:52,2016-03-18 20:02:27,1,-73.98311614990234,40.76908493041992,-73.99845123291014,40.72990417480469,N,1475
id1656824,2,2016-03-18 19:57:08,2016-03-18 20:25:51,1,-74.00446319580078,40.73090744018555,-73.95222473144531,40.77298355102539,N,1723
id2588338,1,2016-03-18 19:39:04,2016-03-18 19:43:52,1,-73.99127960205078,40.74996566772461,-73.98573303222656,40.75244140625,N,288
id0048477,2,2016-03-18 19:10:04,2016-03-18 19:20:10,2,-73.9976806640625,40.72303009033203,-73.98928833007811,40.72108840942383,N,606
id2379312,1,2016-03-18 18:58:08,2016-03-18 19:06:06,1,-73.95525360107422,40.78866195678711,-73.97480773925781,40.78714370727539,N,478
id1333911,2,2016-03-18 19:18:37,2016-03-18 19:26:55,1,-73.97374725341797,40.68769454956055,-73.98662567138672,40.70278930664063,N,498
id1084101,2,2016-03-18 18:53:08,2016-03-18 19:09:56,1,-73.9866485595703,40.72565841674805,-73.95256805419923,40.7768783569336,N,1008
id3479166,1,2016-03-18 19:32:42,2016-03-18 19:40:21,1,-73.96887969970702,40.75446319580078,-73.98164367675781,40.7579345703125,N,459
id0678903,2,2016-03-18 18:45:12,2016-03-18 18:55:29,1,-73.9695816040039,40.756980895996094,-73.9576873779297,40.77785110473633,N,617
id2704682,2,2016-03-18 19:05:50,2016-03-18 19:16:57,1,-74.00218200683594,40.73358154296875,-73.99214935302734,40.76430892944336,N,667
id3200799,2,2016-03-18 18:56:46,2016-03-18 19:11:27,6,-73.99005889892578,40.76068115234375,-73.97146606445312,40.757850646972656,N,881
id0429998,1,2016-03-18 18:37:59,2016-03-18 18:59:33,1,-73.87446594238281,40.7739486694336,-73.95879364013672,40.76396560668945,N,1294
id2029771,2,2016-03-18 19:20:16,2016-03-18 19:45:45,4,-73.9720001220703,40.7570686340332,-73.98664093017578,40.76342010498047,N,1529
id3008168,2,2016-03-18 18:33:51,2016-03-18 18:38:55,2,-73.98190307617188,40.77627944946289,-73.97625732421875,40.78828811645508,N,304
id3762948,2,2016-03-18 19:25:02,2016-03-18 19:50:18,2,-73.97721099853516,40.74312973022461,-73.98171997070312,40.77791976928711,N,1516
id2505748,2,2016-03-18 19:00:33,2016-03-18 19:09:05,1,-73.95649719238281,40.77486038208008,-73.95194244384766,40.76617431640625,N,512
id0513095,1,2016-03-18 19:32:52,2016-03-18 19:50:04,1,-73.98138427734375,40.75346374511719,-73.98213195800781,40.772403717041016,N,1032
id2242610,1,2016-03-18 18:16:10,2016-03-18 18:23:29,1,-73.99819946289062,40.72283172607422,-73.98700714111328,40.72961807250977,N,439
id3324918,2,2016-03-18 19:33:57,2016-03-18 19:52:37,1,-73.94598388671875,40.77736282348633,-73.9785614013672,40.72452926635742,N,1120
id0519175,2,2016-03-18 19:50:59,2016-03-18 20:10:38,1,-74.00547790527344,40.74084091186523,-73.9783477783203,40.76311111450195,N,1179
id0605963,1,2016-03-18 18:02:53,2016-03-18 18:07:44,1,-74.0054702758789,40.750877380371094,-74.00167083740234,40.74590301513672,N,291
id0999152,1,2016-03-18 18:36:51,2016-03-18 18:50:39,2,-73.97872161865234,40.75089645385742,-73.98609924316406,40.76648330688477,N,828
id2861381,1,2016-03-18 18:08:11,2016-03-18 18:11:37,1,-73.98822021484375,40.7692985534668,-73.9818801879883,40.77543640136719,N,206
id2056826,1,2016-03-18 19:17:35,2016-03-18 19:25:25,1,-73.98820495605469,40.722938537597656,-74.00477600097656,40.728511810302734,N,470
id2633620,2,2016-03-18 19:05:28,2016-03-18 19:20:58,1,-73.97650909423827,40.7541389465332,-73.99878692626955,40.73905944824219,N,930
id1265248,1,2016-03-18 18:20:57,2016-03-18 18:33:03,1,-73.98542022705078,40.75679016113281,-73.99764251708984,40.76140975952149,N,726
id1277170,1,2016-03-18 19:59:57,2016-03-18 20:14:05,1,-73.96983337402342,40.750579833984375,-73.99227142333984,40.75568008422852,N,848
id1173893,1,2016-03-18 18:26:49,2016-03-18 18:40:11,1,-73.9667739868164,40.77000427246094,-73.96713256835938,40.76997756958008,N,802
id2807470,2,2016-03-18 19:27:24,2016-03-18 19:38:33,1,-73.94989776611328,40.7762107849121,-73.97190856933594,40.76541519165039,N,669
id2634104,1,2016-03-18 18:58:04,2016-03-18 19:03:34,1,-73.9912109375,40.75056838989258,-73.9886245727539,40.73877716064453,N,330
id3152199,1,2016-03-18 18:25:30,2016-03-18 19:07:53,1,-73.97462463378906,40.75422286987305,-73.9996109008789,40.76140975952149,N,2543
id2082696,2,2016-03-18 18:24:28,2016-03-18 18:36:08,1,-73.97059631347656,40.758399963378906,-73.9793701171875,40.74444961547852,N,700
id3571801,1,2016-03-18 19:17:21,2016-03-18 19:36:09,1,-73.98069763183594,40.7454490661621,-74.00704956054686,40.71333694458008,N,1128
id3084302,1,2016-03-18 18:14:19,2016-03-18 18:39:25,2,-73.99778747558594,40.726261138916016,-73.98524475097656,40.76339721679688,N,1506
id3328156,2,2016-03-18 18:44:20,2016-03-18 18:50:43,1,-74.00543975830078,40.7369384765625,-73.99152374267578,40.73603057861328,N,383
id2174957,1,2016-03-18 19:47:23,2016-03-18 20:21:10,1,-73.9916000366211,40.75522232055664,-73.93558502197266,40.809383392333984,N,2027
id2060607,2,2016-03-18 19:06:44,2016-03-18 19:12:02,1,-73.95233917236328,40.82402420043945,-73.9582748413086,40.816017150878906,N,318
id2754135,1,2016-03-18 18:19:02,2016-03-18 18:44:12,2,-73.980224609375,40.78033065795898,-73.93714141845702,40.847415924072266,N,1510
id1805247,1,2016-03-18 18:49:40,2016-03-18 18:58:41,1,-73.98067474365234,40.76794815063477,-73.98882293701173,40.7770881652832,N,541
id3045426,2,2016-03-18 19:16:28,2016-03-18 19:23:45,1,-73.99291229248048,40.74049758911133,-73.99777221679686,40.730247497558594,N,437
id3817183,1,2016-03-18 18:05:49,2016-03-18 18:09:24,1,-73.96372985839844,40.77079391479492,-73.95647430419923,40.77975845336913,N,215
id2077875,1,2016-03-18 19:15:51,2016-03-18 19:39:43,1,-73.97869873046875,40.75226211547852,-73.98812866210938,40.76643753051758,N,1432
id1358310,1,2016-03-18 19:46:28,2016-03-18 20:15:53,1,-73.94696807861328,40.77605438232422,-73.8967514038086,40.86102294921875,N,1765
id0617353,2,2016-03-18 19:12:16,2016-03-18 19:39:25,1,-73.96357727050781,40.77429962158203,-73.98706817626955,40.75587844848633,N,1629
id2651490,1,2016-03-18 18:45:11,2016-03-18 18:49:59,2,-73.99581909179686,40.73372268676758,-74.00660705566406,40.73052597045898,N,288
id3095795,1,2016-03-18 18:30:07,2016-03-18 18:40:39,1,-73.9859619140625,40.758548736572266,-73.97279357910156,40.75491714477539,N,632
id2366944,1,2016-03-18 18:59:48,2016-03-18 19:07:55,1,-73.98869323730467,40.72265625,-73.98138427734375,40.739742279052734,N,487
id3648234,1,2016-03-18 19:36:16,2016-03-18 19:45:22,1,-73.97948455810547,40.76553726196289,-73.96263122558594,40.77807235717773,N,546
id3646037,2,2016-03-18 18:25:35,2016-03-18 18:37:55,1,-73.99559020996094,40.76440048217773,-73.99136352539062,40.750160217285156,N,740
id0635188,2,2016-03-18 18:44:52,2016-03-18 19:01:35,1,-73.97067260742188,40.75178909301758,-73.99823760986328,40.732032775878906,N,1003
id1813639,1,2016-03-18 18:15:53,2016-03-18 18:38:21,1,-73.9828109741211,40.75857925415039,-73.99528503417969,40.75483322143555,N,1348
id3770244,2,2016-03-18 19:26:09,2016-03-18 19:43:04,1,-74.00808715820312,40.73958206176758,-73.98883819580078,40.758602142333984,N,1015
id2975711,1,2016-03-18 18:21:53,2016-03-18 18:25:56,2,-73.94548034667969,40.77537536621094,-73.95744323730467,40.76835632324219,N,243
id1369662,2,2016-03-18 19:33:27,2016-03-18 19:44:08,1,-73.9450912475586,40.77863693237305,-73.96946716308594,40.76365661621094,N,641
id1080705,2,2016-03-18 19:19:23,2016-03-18 19:32:57,5,-73.97805786132812,40.75922775268555,-73.97193908691406,40.78167724609375,N,814
id1909864,2,2016-03-18 18:15:39,2016-03-18 18:58:18,1,-73.9788589477539,40.76287841796875,-73.9979248046875,40.75597381591797,N,2559
id2445893,1,2016-03-18 19:01:18,2016-03-18 19:09:35,2,-74.00228118896483,40.74007415771485,-73.99147033691406,40.754093170166016,N,497
id0118059,2,2016-03-18 18:07:44,2016-03-18 19:11:55,1,-73.79002380371094,40.64654922485352,-74.00481414794923,40.74484252929688,N,3851
id2466796,1,2016-03-18 19:58:15,2016-03-18 20:04:51,1,-73.98677825927734,40.73935317993164,-73.97628021240234,40.74841690063477,N,396
id3296671,1,2016-03-18 18:04:13,2016-03-18 18:14:50,1,-73.97914123535155,40.75502014160156,-73.99969482421875,40.73393630981445,N,637
id0626255,2,2016-03-18 18:24:31,2016-03-18 18:33:52,1,-74.0019302368164,40.75067901611328,-73.9842529296875,40.75988006591797,N,561
id0298247,2,2016-03-18 19:58:39,2016-03-18 20:14:14,1,-73.99029541015625,40.76165771484375,-73.98426818847656,40.737300872802734,N,935
id1729919,2,2016-03-18 18:17:22,2016-03-18 18:29:51,5,-73.98339080810547,40.74388885498047,-74.0083999633789,40.74910354614258,N,749
id1556864,1,2016-03-18 18:53:17,2016-03-18 19:18:30,1,-73.97970581054686,40.766029357910156,-73.99176025390625,40.75566864013672,N,1513
id0766020,2,2016-03-18 19:09:26,2016-03-18 19:16:01,1,-73.984130859375,40.73767852783203,-73.99272918701173,40.72684097290039,N,395
id0351536,2,2016-03-18 19:40:22,2016-03-18 19:55:27,1,-74.0120620727539,40.7074089050293,-74.00000762939453,40.73062133789063,N,905
id0349794,2,2016-03-18 19:19:34,2016-03-18 19:47:22,1,-74.0065155029297,40.73683547973633,-73.9466781616211,40.772117614746094,N,1668
id3941515,2,2016-03-18 18:30:41,2016-03-18 18:41:07,6,-74.00662994384766,40.73149108886719,-73.99761962890625,40.76139831542969,N,626
id1495536,2,2016-03-18 19:06:31,2016-03-18 19:20:09,2,-73.99508666992188,40.73950958251953,-74.00279235839844,40.76055908203125,N,818
id0988267,1,2016-03-18 18:45:46,2016-03-18 19:08:55,1,-73.99267578125,40.74785232543945,-73.99344635009766,40.697059631347656,N,1389
id2978197,2,2016-03-18 19:38:47,2016-03-18 19:58:14,1,-74.00545501708984,40.71133041381836,-73.98493957519531,40.74826049804688,N,1167
id2558915,2,2016-03-18 18:29:33,2016-03-18 19:02:35,2,-74.01448822021484,40.704753875732415,-73.97557067871094,40.7496337890625,N,1982
id2473741,2,2016-03-18 18:18:41,2016-03-18 18:35:18,1,-73.96922302246094,40.76095962524415,-73.98995208740234,40.77606964111328,N,997
id2233480,1,2016-03-18 18:27:20,2016-03-18 18:31:36,2,-73.97869873046875,40.785343170166016,-73.97940826416014,40.77658081054688,N,256
id2813344,2,2016-03-18 19:58:00,2016-03-18 20:12:49,1,-73.99919128417969,40.733978271484375,-73.98345947265625,40.76025390625,N,889
id1590431,1,2016-03-18 18:30:46,2016-03-18 18:34:23,1,-73.9947280883789,40.74514389038085,-74.00305938720702,40.74943161010742,N,217
id2808573,2,2016-03-18 18:50:14,2016-03-18 18:53:33,1,-73.97795867919923,40.75857162475585,-73.9796142578125,40.75529861450195,N,199
id0160435,1,2016-03-18 18:25:14,2016-03-18 18:37:58,2,-73.97142791748048,40.75719833374024,-73.98259735107422,40.74237823486328,N,764
id2313662,1,2016-03-18 19:21:40,2016-03-18 20:22:50,1,-73.97510528564453,40.76519393920898,-73.7831039428711,40.64889144897461,N,3670
id1346494,2,2016-03-18 18:40:19,2016-03-18 18:56:17,1,-73.98825073242188,40.753231048583984,-73.96562194824219,40.76535034179688,N,958
id2744854,1,2016-03-18 19:37:11,2016-03-18 19:52:26,1,-74.01304626464844,40.71515274047852,-73.98268127441406,40.73557662963867,N,915
id1504654,1,2016-03-18 18:44:09,2016-03-18 19:03:31,1,-73.97514343261719,40.761474609375,-73.98500061035155,40.74206161499024,N,1162
id1163876,2,2016-03-18 19:34:20,2016-03-18 19:42:25,2,-73.96014404296875,40.77033996582031,-73.95223236083984,40.791419982910156,N,485
id0236400,1,2016-03-18 19:16:23,2016-03-18 19:21:20,1,-73.97463989257811,40.7621955871582,-73.97697448730467,40.75921249389648,N,297
id2368249,1,2016-03-18 18:09:34,2016-03-18 18:40:31,1,-73.873046875,40.77412796020508,-73.98511505126955,40.7476692199707,N,1857
id2652645,2,2016-03-18 18:05:32,2016-03-18 18:13:49,2,-73.96954345703125,40.74917984008789,-73.9700469970703,40.76042938232422,N,497
id0725606,2,2016-03-18 19:18:39,2016-03-18 19:29:56,1,-73.9768829345703,40.74760818481445,-73.9882583618164,40.731178283691406,N,677
id1738340,1,2016-03-18 19:22:49,2016-03-18 19:25:15,1,-73.99202728271484,40.72905731201172,-73.9898910522461,40.73403549194336,N,146
id2337380,2,2016-03-18 19:36:30,2016-03-18 20:03:08,5,-73.9568634033203,40.774818420410156,-73.98918151855469,40.75690078735352,N,1598
id0709742,2,2016-03-18 19:41:08,2016-03-18 20:03:30,1,-73.97396087646483,40.74729919433594,-74.0056915283203,40.72597122192383,N,1342
id1969082,2,2016-03-18 19:06:57,2016-03-18 19:24:32,1,-73.98680114746094,40.73939895629883,-74.01644897460938,40.70677185058594,N,1055
id3903874,1,2016-03-18 19:37:37,2016-03-18 19:43:26,1,-73.98859405517578,40.721927642822266,-73.97814178466798,40.7391014099121,N,349
id3234018,1,2016-03-18 18:40:13,2016-03-18 18:48:43,1,-73.98023986816406,40.75086975097656,-73.98872375488281,40.73556900024415,N,510
id2989391,1,2016-03-18 18:47:16,2016-03-18 18:55:33,2,-73.96866607666014,40.78633880615234,-73.98117828369139,40.77399826049805,N,497
id1713299,1,2016-03-18 19:45:30,2016-03-18 20:06:15,2,-73.99052429199219,40.728702545166016,-73.98158264160156,40.76427841186523,N,1245
id3671649,2,2016-03-18 18:37:20,2016-03-18 18:50:38,1,-73.97457885742188,40.76167678833008,-73.96821594238281,40.76772689819336,N,798
id0829544,2,2016-03-18 19:02:49,2016-03-18 19:20:48,5,-73.97261047363281,40.75940322875977,-73.99407958984375,40.735328674316406,N,1079
id0210176,2,2016-03-18 19:11:12,2016-03-18 19:12:59,3,-73.95291900634766,40.766578674316406,-73.95879364013672,40.76734161376953,N,107
id3937968,1,2016-03-18 18:51:32,2016-03-18 19:03:24,1,-74.00735473632812,40.74283218383789,-74.00392913818358,40.7225341796875,N,712
id0335460,1,2016-03-18 18:19:32,2016-03-18 18:55:06,1,-73.95867919921875,40.76488876342773,-74.00272369384766,40.76056289672852,N,2134
id1928956,1,2016-03-18 19:47:20,2016-03-18 20:04:00,1,-73.97822570800781,40.745689392089844,-74.00047302246094,40.72193145751953,N,1000
id1217521,1,2016-03-18 19:19:30,2016-03-18 19:33:18,1,-73.9681167602539,40.76233673095703,-73.98412322998048,40.74916458129883,N,828
id1628405,2,2016-03-18 18:57:47,2016-03-18 19:12:05,1,-73.95247650146483,40.78730392456055,-73.94568634033203,40.77804183959961,N,858
id2740855,1,2016-03-18 18:45:44,2016-03-18 18:53:31,2,-73.98604583740234,40.74045181274415,-73.99523162841797,40.7271614074707,N,467
id0251213,2,2016-03-18 18:04:29,2016-03-18 18:12:03,1,-73.99578094482422,40.76925277709961,-74.00138092041014,40.76231384277344,N,454
id0857138,1,2016-03-18 19:09:50,2016-03-18 19:23:20,1,-73.96692657470702,40.76720809936523,-73.97632598876955,40.75170135498047,N,810
id1280070,1,2016-03-18 18:47:11,2016-03-18 18:57:10,1,-73.98294830322266,40.76656723022461,-73.9647445678711,40.791419982910156,N,599
id3929110,1,2016-03-18 18:32:41,2016-03-18 18:47:23,1,-73.98356628417969,40.7633056640625,-73.95711517333984,40.766197204589844,N,882
id0245481,1,2016-03-18 19:12:35,2016-03-18 19:18:41,1,-73.98306274414062,40.74714660644531,-73.99016571044923,40.756534576416016,Y,366
id3015265,2,2016-03-18 18:31:21,2016-03-18 18:37:18,1,-73.98182678222656,40.74036026000977,-73.97560119628906,40.75230026245117,N,357
id0625913,2,2016-03-18 19:58:14,2016-03-18 20:03:58,1,-74.00334930419923,40.7530403137207,-73.99185180664062,40.75965118408203,N,344
id2167311,1,2016-03-18 18:37:46,2016-03-18 18:51:07,2,-73.9913101196289,40.74963760375977,-73.97284698486328,40.75550079345703,N,801
id3468238,2,2016-03-18 19:44:43,2016-03-18 19:58:43,1,-73.96842956542969,40.75072860717773,-73.99134826660156,40.750099182128906,N,840
id0672043,1,2016-03-18 18:38:15,2016-03-18 18:45:32,1,-73.99569702148438,40.75934219360352,-73.9768829345703,40.76421737670898,N,437
id1465321,2,2016-03-18 18:39:39,2016-03-18 18:53:40,1,-73.96905517578125,40.78561401367188,-73.95689392089844,40.770904541015625,N,841
id0703328,1,2016-03-18 18:37:05,2016-03-18 18:45:13,1,-73.99192810058595,40.743839263916016,-73.9769287109375,40.74847412109375,N,488
id0722425,1,2016-03-18 18:18:44,2016-03-18 18:24:01,1,-73.98493194580078,40.68706512451172,-73.99559020996094,40.69065475463867,N,317
id1077235,1,2016-03-18 18:20:43,2016-03-18 18:43:05,1,-73.9746551513672,40.761619567871094,-73.99076843261719,40.750877380371094,N,1342
id2128108,2,2016-03-18 18:48:07,2016-03-18 18:56:48,1,-73.94473266601562,40.77991104125977,-73.9529571533203,40.78310012817383,N,521
id1508694,2,2016-03-18 18:53:22,2016-03-18 19:25:27,1,-73.98206329345702,40.76433181762695,-74.00431060791014,40.73091125488281,N,1925
id2894372,2,2016-03-18 18:44:26,2016-03-18 19:08:26,1,-73.87447357177734,40.77404022216797,-73.97517395019531,40.73553466796875,N,1440
id2120611,1,2016-03-18 19:50:59,2016-03-18 20:07:05,1,-74.01121520996094,40.714622497558594,-73.99611663818358,40.74425506591797,N,966
id0227586,1,2016-03-18 19:54:57,2016-03-18 20:13:29,1,-74.00772094726562,40.705322265625,-73.99259185791014,40.726707458496094,N,1112
id1803567,2,2016-03-18 18:00:40,2016-03-18 18:42:23,2,-73.95213317871094,40.777168273925774,-73.98262786865234,40.75122833251953,N,2503
id1355614,2,2016-03-18 19:51:06,2016-03-18 20:08:59,1,-73.99410247802734,40.75094985961913,-73.9542465209961,40.76691055297852,N,1073
id2764795,2,2016-03-18 19:50:24,2016-03-18 19:57:07,1,-73.97901916503906,40.75014877319336,-73.9867935180664,40.746917724609375,N,403
id3911922,2,2016-03-18 19:55:48,2016-03-18 20:03:45,5,-73.99126434326173,40.75559616088867,-73.98954772949219,40.74034118652344,N,477
id3277916,1,2016-03-18 19:26:53,2016-03-18 19:34:00,1,-73.9911117553711,40.7606201171875,-74.00476837158203,40.740589141845696,N,427
id3124621,1,2016-03-18 18:06:59,2016-03-18 18:41:03,2,-74.01239776611328,40.71696853637695,-73.96426391601562,40.68590545654297,N,2044
id1549175,1,2016-03-18 19:16:48,2016-03-18 19:30:31,1,-73.9659194946289,40.76203536987305,-73.98001098632812,40.75519180297852,N,823
id2356412,2,2016-03-18 19:40:45,2016-03-18 19:56:58,1,-73.99767303466798,40.72100830078125,-73.9966812133789,40.74263000488281,N,973
id1816553,1,2016-03-18 18:21:23,2016-03-18 18:27:19,1,-73.95509338378906,40.8203010559082,-73.95153045654298,40.8103904724121,N,356
id1290451,1,2016-03-18 18:23:50,2016-03-18 18:34:28,1,-73.982666015625,40.73125076293945,-73.96466064453125,40.75588989257813,N,638
id2707471,2,2016-03-18 18:16:09,2016-03-18 18:33:13,1,-73.96932220458984,40.762691497802734,-73.98126220703125,40.74214172363281,N,1024
id3579692,1,2016-03-18 18:57:24,2016-03-18 19:09:18,1,-73.98099517822266,40.759193420410156,-73.95423126220702,40.77204132080078,N,714
id3583857,1,2016-03-18 19:03:57,2016-03-18 19:11:24,1,-73.98589324951173,40.726722717285156,-73.98279571533203,40.74198913574219,N,447
id1113133,2,2016-03-18 19:10:27,2016-03-18 19:15:54,2,-73.9797592163086,40.73505401611328,-73.99016571044923,40.73530197143555,N,327
id2878330,2,2016-03-18 18:24:34,2016-03-18 18:35:07,1,-73.9456329345703,40.77790832519531,-73.97040557861328,40.75244140625,N,633
id3107743,2,2016-03-18 19:31:35,2016-03-18 19:35:22,2,-73.9622802734375,40.77909851074219,-73.97389221191406,40.78300094604492,N,227
id0450685,1,2016-03-18 18:28:26,2016-03-18 18:32:55,2,-73.99726104736328,40.74684524536133,-73.99150848388672,40.75485610961913,N,269
id3981807,2,2016-03-18 19:44:18,2016-03-18 19:52:36,5,-73.97560119628906,40.75223922729492,-73.95823669433594,40.762939453125,N,498
id2220977,1,2016-03-18 18:29:14,2016-03-18 18:45:38,1,-73.97122192382812,40.76420974731445,-73.97858428955078,40.74800109863281,N,984
id2840862,1,2016-03-18 19:23:37,2016-03-18 19:31:22,1,-73.99491119384766,40.73997116088867,-73.99877166748048,40.730613708496094,N,465
id0253508,1,2016-03-18 18:29:31,2016-03-18 18:38:56,1,-73.95457458496094,40.77316665649415,-73.97505950927734,40.78861618041992,N,565
id0206356,2,2016-03-18 18:30:23,2016-03-18 18:38:00,3,-73.99198913574219,40.74895858764648,-74.0081329345703,40.73881912231445,N,457
id3593202,2,2016-03-18 18:16:23,2016-03-18 18:27:09,1,-73.98352813720702,40.743350982666016,-74.00425720214845,40.74222183227539,N,646
id2552904,1,2016-03-18 19:18:09,2016-03-18 19:44:14,1,-73.97432708740234,40.756107330322266,-73.97628021240234,40.68355178833008,N,1565
id2498781,2,2016-03-18 19:07:01,2016-03-18 19:09:24,2,-73.98175811767578,40.720970153808594,-73.98757934570312,40.71979522705078,N,143
id0759881,2,2016-03-18 19:56:52,2016-03-18 20:04:47,1,-74.00108337402342,40.7418212890625,-73.98748779296875,40.744712829589844,N,475
id1565827,2,2016-03-18 19:59:57,2016-03-18 20:11:51,1,-73.97708129882812,40.78787612915039,-73.99063110351562,40.77495193481445,N,714
id1576010,2,2016-03-18 19:49:15,2016-03-18 20:09:22,1,-73.99263763427734,40.73880004882813,-73.98751831054686,40.76222610473633,N,1207
id1169936,2,2016-03-18 18:34:10,2016-03-18 18:51:19,2,-73.98628997802734,40.741783142089844,-73.96148681640625,40.776893615722656,N,1029
id3950335,2,2016-03-18 18:18:46,2016-03-18 18:30:33,1,-73.98039245605469,40.75979232788085,-73.9662094116211,40.7619514465332,N,707
id3397773,2,2016-03-18 18:02:47,2016-03-18 18:13:30,6,-73.98947143554686,40.73009872436523,-73.97531127929686,40.75223159790039,N,643
id2636107,2,2016-03-18 18:01:57,2016-03-18 18:58:48,4,-73.78819274902342,40.64153289794922,-73.94243621826173,40.8417854309082,N,3411
id3240525,1,2016-03-18 18:13:04,2016-03-18 18:26:36,1,-73.9851303100586,40.74155807495117,-73.96240997314453,40.77469253540039,N,812
id3616075,1,2016-03-18 18:57:48,2016-03-18 18:59:22,1,-73.95954132080078,40.762916564941406,-73.9545669555664,40.76965713500977,N,94
id1222965,2,2016-03-18 19:41:35,2016-03-18 19:44:40,2,-73.96154022216798,40.77398681640625,-73.96296691894531,40.76739883422852,N,185
id3235293,2,2016-03-18 19:28:33,2016-03-18 19:29:25,1,-73.98736572265625,40.750465393066406,-73.9872817993164,40.75069427490234,N,52
id2579304,1,2016-03-18 18:02:31,2016-03-18 18:10:00,1,-73.97847747802734,40.7478904724121,-73.99072265625,40.75105285644531,N,449
id2702014,1,2016-03-18 18:56:55,2016-03-18 19:11:11,2,-73.98693084716798,40.7392463684082,-73.95397186279298,40.77889633178711,N,856
id2935218,2,2016-03-18 19:16:55,2016-03-18 19:32:18,2,-73.98944854736328,40.71910095214844,-73.95990753173827,40.69075012207031,N,923
id1626111,2,2016-03-18 19:44:26,2016-03-18 19:57:01,1,-73.96955108642578,40.76037979125977,-73.98428344726562,40.77973937988281,N,755
id3021015,2,2016-03-18 18:49:10,2016-03-18 18:57:27,2,-73.961181640625,40.75614929199219,-73.96977996826173,40.76860809326172,N,497
id0508607,2,2016-03-18 19:43:42,2016-03-18 19:48:58,1,-73.98859405517578,40.722633361816406,-73.98872375488281,40.72983169555664,N,316
