,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
57041,-73.94989776611328,40.7762107849121,-73.97190856933594,40.76541519165039
57112,-74.0019302368164,40.72786331176758,-73.9808349609375,40.733699798583984
57155,-73.9912109375,40.75056838989258,-73.9886245727539,40.73877716064453
57441,-73.97462463378906,40.75422286987305,-73.9996109008789,40.76140975952149
57561,-73.97059631347656,40.758399963378906,-73.9793701171875,40.74444961547852
58252,-73.98069763183594,40.7454490661621,-74.00704956054686,40.71333694458008
58274,-73.99778747558594,40.726261138916016,-73.98524475097656,40.76339721679688
58376,-74.00543975830078,40.7369384765625,-73.99152374267578,40.73603057861328
58484,-73.78201293945312,40.644630432128906,-73.9636993408203,40.76101303100585
58486,-73.97761535644531,40.75486755371094,-73.9625015258789,40.76738739013672
58614,-73.9916000366211,40.75522232055664,-73.93558502197266,40.809383392333984
58618,-73.9598388671875,40.7766990661621,-73.97772979736328,40.76301956176758
58639,-73.95233917236328,40.82402420043945,-73.9582748413086,40.816017150878906
58717,-73.980224609375,40.78033065795898,-73.93714141845702,40.847415924072266
58730,-73.98067474365234,40.76794815063477,-73.98882293701173,40.7770881652832
58744,-73.99291229248048,40.74049758911133,-73.99777221679686,40.730247497558594
58955,-73.96372985839844,40.77079391479492,-73.95647430419923,40.77975845336913
58966,-73.97869873046875,40.75226211547852,-73.98812866210938,40.76643753051758
59026,-73.94696807861328,40.77605438232422,-73.8967514038086,40.86102294921875
59181,-73.96357727050781,40.77429962158203,-73.98706817626955,40.75587844848633
59387,-73.99581909179686,40.73372268676758,-74.00660705566406,40.73052597045898
59500,-73.9859619140625,40.758548736572266,-73.97279357910156,40.75491714477539
59672,-73.98869323730467,40.72265625,-73.98138427734375,40.739742279052734
59779,-73.97891235351562,40.77652359008789,-73.9896469116211,40.72267532348633
59915,-73.97948455810547,40.76553726196289,-73.96263122558594,40.77807235717773
60134,-73.98973846435547,40.7417221069336,-73.94673919677734,40.68521499633789
60204,-73.99444580078125,40.74106216430664,-73.97857666015625,40.75293350219727
60247,-73.97537994384766,40.757530212402344,-73.99445343017578,40.72681427001953
60357,-73.99559020996094,40.76440048217773,-73.99136352539062,40.750160217285156
60941,-73.98953247070312,40.73432922363281,-73.99626159667969,40.722129821777344
60996,-73.97067260742188,40.75178909301758,-73.99823760986328,40.732032775878906
61174,-73.9828109741211,40.75857925415039,-73.99528503417969,40.75483322143555
61240,-73.95266723632812,40.78068542480469,-73.96236419677734,40.77473831176758
61297,-74.00808715820312,40.73958206176758,-73.98883819580078,40.758602142333984
61487,-73.99220275878906,40.744083404541016,-73.92640686035155,40.80554580688477
61666,-73.94548034667969,40.77537536621094,-73.95744323730467,40.76835632324219
61716,-73.9450912475586,40.77863693237305,-73.96946716308594,40.76365661621094
61720,-73.95618438720702,40.76754760742188,-73.99476623535155,40.71644592285156
61917,-73.97805786132812,40.75922775268555,-73.97193908691406,40.78167724609375
62166,-73.97284698486328,40.74454879760742,-73.90632629394531,40.77305221557617
62288,-73.96465301513672,40.76388168334961,-73.99137115478516,40.750221252441406
62300,-74.00755310058594,40.74325180053711,-73.99018859863281,40.756851196289055
62403,-73.9788589477539,40.76287841796875,-73.9979248046875,40.75597381591797
62573,-74.00228118896483,40.74007415771485,-73.99147033691406,40.754093170166016
62944,-73.79002380371094,40.64654922485352,-74.00481414794923,40.74484252929688
62977,-73.98677825927734,40.73935317993164,-73.97628021240234,40.74841690063477
63014,-73.97914123535155,40.75502014160156,-73.99969482421875,40.73393630981445
63355,-73.9530258178711,40.78017044067383,-73.97258758544923,40.76484680175781
63439,-74.00511932373048,40.75139617919922,-73.99927520751955,40.734046936035156
63461,-73.97840881347656,40.74514389038085,-73.79039001464844,40.64375305175781
63898,-74.0019302368164,40.75067901611328,-73.9842529296875,40.75988006591797
64250,-73.95429992675781,40.76408386230469,-73.95755767822266,40.7313346862793
64713,-73.99029541015625,40.76165771484375,-73.98426818847656,40.737300872802734
64745,-73.98339080810547,40.74388885498047,-74.0083999633789,40.74910354614258
64865,-73.97970581054686,40.766029357910156,-73.99176025390625,40.75566864013672
64901,-73.984130859375,40.73767852783203,-73.99272918701173,40.72684097290039
64909,-74.0120620727539,40.7074089050293,-74.00000762939453,40.73062133789063
64911,-74.0065155029297,40.73683547973633,-73.9466781616211,40.772117614746094
64937,-74.00662994384766,40.73149108886719,-73.99761962890625,40.76139831542969
65199,-73.99508666992188,40.73950958251953,-74.00279235839844,40.76055908203125
65417,-73.97837829589844,40.78581237792969,-73.9621353149414,40.800605773925774
65451,-73.99267578125,40.74785232543945,-73.99344635009766,40.697059631347656
65550,-74.00545501708984,40.71133041381836,-73.98493957519531,40.74826049804688
65673,-74.01448822021484,40.704753875732415,-73.97557067871094,40.7496337890625
65840,-73.96922302246094,40.76095962524415,-73.98995208740234,40.77606964111328
65984,-73.9729995727539,40.75303268432617,-73.95492553710938,40.77573013305664
65993,-73.97869873046875,40.785343170166016,-73.97940826416014,40.77658081054688
66016,-73.99919128417969,40.733978271484375,-73.98345947265625,40.76025390625
66109,-73.983642578125,40.76545333862305,-74.00228881835938,40.74519348144531
66149,-73.9947280883789,40.74514389038085,-74.00305938720702,40.74943161010742
66278,-73.97795867919923,40.75857162475585,-73.9796142578125,40.75529861450195
66326,-73.97142791748048,40.75719833374024,-73.98259735107422,40.74237823486328
66368,-73.94844818115234,40.77420425415039,-73.97286224365234,40.74886322021485
66400,-73.97510528564453,40.76519393920898,-73.7831039428711,40.64889144897461
66426,-73.98336791992188,40.7500114440918,-74.00461578369139,40.75111770629883
66448,-73.97618103027344,40.765640258789055,-73.98287963867188,40.75109481811523
66579,-73.99708557128906,40.74214172363281,-73.97919464111328,40.73593521118164
66662,-73.9635009765625,40.77696990966797,-73.97190856933594,40.78218460083008
67028,-73.98825073242188,40.753231048583984,-73.96562194824219,40.76535034179688
67215,-74.01304626464844,40.71515274047852,-73.98268127441406,40.73557662963867
67232,-73.97514343261719,40.761474609375,-73.98500061035155,40.74206161499024
67236,-73.9996566772461,40.7283592224121,-73.93064880371094,40.68552017211913
67606,-73.98651123046875,40.722434997558594,-73.99988555908203,40.74328994750977
67613,-73.98231506347656,40.77347183227539,-73.9852066040039,40.75226211547852
67983,-73.96014404296875,40.77033996582031,-73.95223236083984,40.791419982910156
68312,-73.97463989257811,40.7621955871582,-73.97697448730467,40.75921249389648
68578,-73.873046875,40.77412796020508,-73.98511505126955,40.7476692199707
68651,-74.0088882446289,40.71917343139648,-73.99137878417969,40.74488830566406
68655,-73.96954345703125,40.74917984008789,-73.9700469970703,40.76042938232422
68792,-73.9768829345703,40.74760818481445,-73.9882583618164,40.731178283691406
68862,-73.99202728271484,40.72905731201172,-73.9898910522461,40.73403549194336
68990,-73.95314788818358,40.78276824951172,-73.96399688720702,40.7580680847168
69165,-73.9568634033203,40.774818420410156,-73.98918151855469,40.75690078735352
69358,-74.00707244873048,40.70827102661133,-74.00433349609375,40.72169876098633
69471,-73.98401641845702,40.74882507324219,-73.98921203613281,40.74099731445313
69627,-73.97396087646483,40.74729919433594,-74.0056915283203,40.72597122192383
70018,-73.98680114746094,40.73939895629883,-74.01644897460938,40.70677185058594
70118,-73.98859405517578,40.721927642822266,-73.97814178466798,40.7391014099121
70155,-73.98023986816406,40.75086975097656,-73.98872375488281,40.73556900024415
70322,-73.99552154541014,40.74417495727539,-74.0059585571289,40.7344856262207
70424,-73.96866607666014,40.786338806152344,-73.98117828369139,40.77399826049805
70533,-73.96229553222656,40.779056549072266,-73.96761322021484,40.790382385253906
70552,-73.99052429199219,40.728702545166016,-73.98158264160156,40.76427841186523
70593,-73.97457885742188,40.76167678833008,-73.96821594238281,40.76772689819336
70786,-73.97261047363281,40.75940322875977,-73.99407958984375,40.735328674316406
70904,-73.99491119384766,40.740058898925774,-73.99341583251955,40.752437591552734
71030,-73.99413299560547,40.75114440917969,-73.97599792480467,40.78131103515625
71263,-73.95291900634766,40.766578674316406,-73.95879364013672,40.76734161376953
71507,-74.00735473632812,40.74283218383789,-74.00392913818358,40.7225341796875
71523,-73.95867919921875,40.76488876342773,-74.00272369384766,40.76056289672852
71538,-73.97822570800781,40.745689392089844,-74.00047302246094,40.72193145751953
71625,-73.98303985595702,40.75060272216797,-74.05832672119139,40.733741760253906
71640,-73.9681167602539,40.76233673095703,-73.98412322998048,40.74916458129883
71740,-73.9770278930664,40.7454490661621,-73.95567321777344,40.77040100097656
71966,-73.96968841552734,40.76023483276367,-73.97279357910156,40.756126403808594
72089,-73.95247650146483,40.78730392456055,-73.94568634033203,40.77804183959961
72184,-73.98604583740234,40.74045181274415,-73.99523162841797,40.7271614074707
72395,-73.99578094482422,40.76925277709961,-74.00138092041014,40.76231384277344
72396,-73.99549102783203,40.73189163208008,-74.01363372802734,40.67678833007813
72482,-73.95632934570312,40.77140808105469,-73.98863983154298,40.74540710449219
72594,-73.96692657470702,40.76720809936523,-73.97632598876955,40.75170135498047
72944,-73.98294830322266,40.76656723022461,-73.9647445678711,40.791419982910156
73030,-73.9664306640625,40.79465866088867,-73.9903564453125,40.75735473632813
73200,-73.98356628417969,40.7633056640625,-73.95711517333984,40.766197204589844
73333,-73.98934173583984,40.74193954467773,-73.9870834350586,40.728309631347656
73411,-73.99138641357422,40.71759414672852,-73.99111938476562,40.725990295410156
73691,-73.99896240234375,40.760841369628906,-73.98606109619139,40.73108291625977
73692,-73.98919677734375,40.72013473510742,-74.00794982910156,40.71628952026367
73825,-73.98306274414062,40.74714660644531,-73.99016571044923,40.756534576416016
74560,-73.98182678222656,40.74036026000977,-73.97560119628906,40.75230026245117
74755,-74.00334930419923,40.7530403137207,-73.99185180664062,40.75965118408203
74962,-73.9913101196289,40.74963760375977,-73.97284698486328,40.75550079345703
75181,-73.97686767578125,40.76020812988281,-73.96637725830078,40.76176834106445
75217,-73.96842956542969,40.75072860717773,-73.99134826660156,40.750099182128906
75327,-73.9852066040039,40.73881912231445,-73.95780944824219,40.77350997924805
75335,-73.99569702148438,40.75934219360352,-73.9768829345703,40.76421737670898
75496,-73.98463439941406,40.760566711425774,-73.98918151855469,40.74206924438477
75656,-73.96905517578125,40.78561401367188,-73.95689392089844,40.770904541015625
75767,-73.99192810058595,40.743839263916016,-73.9769287109375,40.74847412109375
75875,-73.98493194580078,40.68706512451172,-73.99559020996094,40.69065475463867
75932,-73.9746551513672,40.761619567871094,-73.99076843261719,40.750877380371094
76031,-73.94473266601562,40.77991104125977,-73.9529571533203,40.78310012817383
76448,-73.98206329345702,40.76433181762695,-74.00431060791014,40.73091125488281
76528,-73.87447357177734,40.77404022216797,-73.97517395019531,40.73553466796875
76834,-74.01121520996094,40.714622497558594,-73.99611663818358,40.74425506591797
77058,-74.00772094726562,40.705322265625,-73.99259185791014,40.726707458496094
77177,-73.95213317871094,40.777168273925774,-73.98262786865234,40.75122833251953
77406,-73.97872924804686,40.74587631225585,-73.99979400634766,40.73295593261719
77488,-73.99410247802734,40.75094985961913,-73.9542465209961,40.76691055297852
77533,-73.97901916503906,40.75014877319336,-73.9867935180664,40.746917724609375
77554,-73.97776794433594,40.74905776977539,-73.94683837890625,40.69109344482422
77707,-74.00752258300781,40.72505187988281,-73.99156188964845,40.723880767822266
77777,-73.78215789794923,40.64449691772461,-73.9952163696289,40.68215560913085
77953,-73.99126434326173,40.75559616088867,-73.98954772949219,40.74034118652344
78127,-73.99394989013672,40.751319885253906,-73.98915100097656,40.76818084716797
78223,-73.9911117553711,40.7606201171875,-74.00476837158203,40.740589141845696
78293,-74.01239776611328,40.71696853637695,-73.96426391601562,40.68590545654297
78396,-73.9659194946289,40.76203536987305,-73.98001098632812,40.75519180297852
78661,-73.99767303466798,40.72100830078125,-73.9966812133789,40.74263000488281
78732,-73.79039001464844,40.644378662109375,-73.94829559326173,40.7850456237793
78759,-73.95509338378906,40.8203010559082,-73.95153045654298,40.8103904724121
79107,-73.982666015625,40.73125076293945,-73.96466064453125,40.75588989257813
79291,-73.96932220458984,40.762691497802734,-73.98126220703125,40.74214172363281
79408,-73.98099517822266,40.759193420410156,-73.95423126220702,40.77204132080078
79569,-73.86296844482422,40.76900863647461,-73.95230865478516,40.71860885620117
79709,-73.98589324951173,40.726722717285156,-73.98279571533203,40.74198913574219
80238,-73.9797592163086,40.73505401611328,-73.99016571044923,40.73530197143555
80529,-73.9456329345703,40.77790832519531,-73.97040557861328,40.75244140625
80550,-74.006591796875,40.7315788269043,-74.00025177001955,40.73876953125
80577,-73.98993682861328,40.739013671875,-73.98747253417969,40.72248458862305
80646,-73.96308898925781,40.763484954833984,-73.97798156738281,40.7662353515625
80742,-74.0041275024414,40.73750686645508,-74.00682067871094,40.73101043701172
80772,-73.9898452758789,40.73418426513672,-73.99239349365234,40.74549102783203
80925,-73.9622802734375,40.77909851074219,-73.97389221191406,40.78300094604492
80945,-73.99726104736328,40.74684524536133,-73.99150848388672,40.75485610961913
81249,-73.97560119628906,40.75223922729492,-73.95823669433594,40.762939453125
81252,-73.97122192382812,40.76420974731445,-73.97858428955078,40.74800109863281
81261,-73.99491119384766,40.73997116088867,-73.99877166748048,40.730613708496094
81397,-73.95457458496094,40.77316665649415,-73.97505950927734,40.78861618041992
81470,-73.99198913574219,40.74895858764648,-74.0081329345703,40.73881912231445
81616,-73.98352813720702,40.743350982666016,-74.00425720214845,40.74222183227539
82236,-73.97715759277344,40.758888244628906,-73.96981811523438,40.76192092895508
82427,-73.97432708740234,40.756107330322266,-73.97628021240234,40.68355178833008
82868,-73.98175811767578,40.720970153808594,-73.98757934570312,40.71979522705078
83292,-74.00108337402342,40.7418212890625,-73.98748779296875,40.744712829589844
83358,-73.97708129882812,40.78787612915039,-73.99063110351562,40.77495193481445
83553,-73.99263763427734,40.73880004882813,-73.98751831054686,40.76222610473633
83720,-73.97516632080078,40.756103515625,-73.97596740722656,40.76393127441406
83827,-73.98628997802734,40.741783142089844,-73.96148681640625,40.776893615722656
83901,-73.98039245605469,40.75979232788085,-73.9662094116211,40.7619514465332
83986,-73.98947143554686,40.73009872436523,-73.97531127929686,40.75223159790039
84017,-73.78819274902342,40.64153289794922,-73.94243621826173,40.8417854309082
84266,-73.9851303100586,40.74155807495117,-73.96240997314453,40.77469253540039
84327,-73.95954132080078,40.762916564941406,-73.9545669555664,40.76965713500977
84346,-73.96154022216798,40.77398681640625,-73.96296691894531,40.76739883422852
84443,-73.98736572265625,40.750465393066406,-73.9872817993164,40.750694274902344
84484,-73.97847747802734,40.7478904724121,-73.99072265625,40.75105285644531
85055,-73.98693084716798,40.7392463684082,-73.95397186279298,40.77889633178711
85360,-73.97842407226562,40.778076171875,-73.99764251708984,40.761714935302734
85900,-73.98944854736328,40.71910095214844,-73.95990753173827,40.69075012207031
86419,-73.96955108642578,40.76037979125977,-73.98428344726562,40.77973937988281
86580,-73.961181640625,40.75614929199219,-73.96977996826173,40.76860809326172
86744,-73.98859405517578,40.722633361816406,-73.98872375488281,40.72983169555664
86833,-73.95774841308594,40.773868560791016,-73.95420837402342,40.78634643554688
86852,-74.00221252441406,40.71495056152344,-73.98126983642578,40.72500228881836
87060,-73.97982025146483,40.73488235473633,-73.95613098144531,40.77544021606445
87157,-74.0059585571289,40.73573684692383,-73.99264526367188,40.73405838012695
87221,-73.96870422363281,40.75790786743164,-73.98081970214844,40.74319076538085
87357,-73.99018096923827,40.740928649902344,-73.97828674316406,40.75136184692383
87508,-73.9572525024414,40.78036880493164,-73.97180938720702,40.75756072998047
87613,-73.9779739379883,40.786865234375,-73.98094940185547,40.77446746826172
87826,-73.97799682617188,40.75729751586913,-73.9887466430664,40.73702621459961
88281,-73.97657012939453,40.74771118164063,-73.98885345458984,40.754051208496094
88283,-74.0050048828125,40.72285079956055,-73.98428344726562,40.76482391357422
88438,-73.94875335693358,40.803489685058594,-73.98126220703125,40.774089813232415
88955,-73.98828887939453,40.73757553100585,-73.99588775634766,40.72513198852539
88996,-74.01235961914062,40.71686553955078,-73.97708892822266,40.72627258300781
89004,-73.95540618896483,40.77351760864258,-73.98566436767578,40.74148559570313
89029,-73.97574615478516,40.752265930175774,-73.98705291748048,40.72671890258789
89424,-73.99331665039062,40.74745559692383,-73.9991226196289,40.74393844604492
89542,-73.96910858154298,40.76970291137695,-73.97421264648438,40.76265335083008
89622,-73.87310791015625,40.77410888671875,-73.98987579345702,40.68574142456055
89647,-73.98196411132812,40.768741607666016,-73.9857406616211,40.772056579589844
89704,-74.01002502441406,40.71296310424805,-73.94355010986328,40.671253204345696
89720,-73.95598602294923,40.76403045654297,-73.9885025024414,40.71656036376953
89874,-73.78211975097656,40.64431762695313,-73.78211975097656,40.64431762695313
90055,-73.95277404785155,40.77643585205078,-73.98673248291014,40.74709701538085
90675,-73.98584747314453,40.74040985107422,-73.99056243896483,40.72871017456055
91020,-73.94440460205078,40.77950668334961,-73.9226837158203,40.737789154052734
91039,-73.9678192138672,40.78756332397461,-73.95137023925781,40.7793197631836
91167,-74.0140151977539,40.71353149414063,-73.99470520019531,40.750431060791016
91420,-73.96546936035155,40.759101867675774,-73.97528839111328,40.752201080322266
91818,-73.99490356445312,40.724708557128906,-73.97361755371094,40.76376724243164
92010,-74.00399780273438,40.74768829345703,-73.99446868896483,40.72684860229492
92183,-73.9832992553711,40.7500114440918,-73.99211883544923,40.74912643432617
92572,-73.99663543701173,40.73750305175781,-73.98788452148438,40.71928787231445
92799,-73.98584747314453,40.741783142089844,-73.98052978515625,40.74689102172852
92906,-74.00469207763672,40.751953125,-73.9656524658203,40.71354675292969
93185,-74.00072479248048,40.76171112060547,-74.00308227539062,40.7480583190918
93392,-73.98455810546875,40.74328231811523,-73.99146270751955,40.75986862182617
93598,-73.98983001708984,40.73408889770508,-73.98297882080078,40.756778717041016
93617,-74.00296783447266,40.73338317871094,-73.97309875488281,40.74782180786133
93702,-73.98552703857422,40.76361846923828,-73.96841430664062,40.755409240722656
93762,-73.9776382446289,40.761146545410156,-73.98014068603516,40.77305603027344
94071,-73.96977233886719,40.78975296020508,-73.95491790771484,40.81518173217773
94096,-73.99576568603516,40.72488784790039,-73.92215728759766,40.74534606933594
94121,-73.9747543334961,40.74191665649415,-73.97367858886719,40.750919342041016
94153,-73.90904998779298,40.63187026977539,-73.90904998779298,40.63187026977539
94462,-73.9808120727539,40.76465225219727,-73.98491668701173,40.74365615844727
94483,-73.99211883544923,40.75923156738281,-73.98252868652342,40.77566909790039
94706,-73.94509887695312,40.808143615722656,-73.94849395751955,40.80379867553711
94736,-73.97771453857422,40.72937774658203,-73.98562622070312,40.762203216552734
94936,-73.98532104492188,40.73593521118164,-73.96807098388672,40.68794631958008
95053,-74.00843048095702,40.73506164550781,-73.99227142333984,40.77014923095703
95091,-74.00029754638672,40.74663925170898,-74.00238037109375,40.73442840576172
95173,-73.98656463623048,40.751312255859375,-73.98579406738281,40.76119613647461
95177,-73.9927978515625,40.75836563110352,-73.97603607177734,40.748477935791016
95238,-73.997802734375,40.75643539428711,-73.9895782470703,40.73997497558594
95295,-73.95057678222656,40.77121353149415,-73.94679260253906,40.78042221069336
95340,-73.96187591552734,40.77642440795898,-73.9798126220703,40.78626251220703
95403,-73.99790954589844,40.7236328125,-74.00514221191406,40.74176025390625
95414,-73.98573303222656,40.7623291015625,-73.98052215576173,40.7451286315918
95449,-74.00070953369139,40.72570037841797,-74.00251770019531,40.74541473388672
95734,-73.87086486816406,40.773780822753906,-73.98077392578125,40.753433227539055
95768,-73.94214630126955,40.79122924804688,-73.95404052734375,40.766807556152344
95951,-74.00059509277344,40.737342834472656,-73.98155212402342,40.72913360595703
96052,-73.96539306640625,40.77180480957031,-73.97859954833984,40.75260925292969
96189,-73.98150634765625,40.763755798339844,-73.96415710449219,40.77357864379883
96296,-73.99485015869139,40.75954055786133,-73.99148559570312,40.73830032348633
96495,-73.95376586914062,40.77492904663085,-73.96983337402342,40.75788116455078
96600,-73.96826171875,40.767967224121094,-73.94396209716798,40.81457901000977
96671,-73.9783935546875,40.74589538574219,-73.9744644165039,40.75159072875977
96734,-73.9891586303711,40.7429084777832,-73.9952163696289,40.72204971313477
96785,-73.98418426513672,40.74280166625977,-73.96427917480467,40.7732810974121
96833,-73.98912048339844,40.75388717651367,-73.97897338867188,40.74601745605469
96922,-73.97972869873048,40.76559066772461,-73.98450469970702,40.72563552856445
97031,-73.98576354980467,40.75925827026367,-73.99097442626955,40.76079177856445
97044,-74.00392913818358,40.722572326660156,-73.98973083496094,40.71892547607422
97284,-73.9682083129883,40.75910949707031,-73.95861053466798,40.772308349609375
97522,-74.00298309326173,40.73335266113281,-73.98509979248048,40.728965759277344
97737,-74.00086212158203,40.762073516845696,-73.97293853759766,40.755313873291016
98016,-73.99269866943358,40.71490097045898,-73.99414825439453,40.727638244628906
98023,-73.99710083007811,40.76258850097656,-74.00428771972656,40.74216842651367
98269,-73.78901672363281,40.64224624633789,-74.01638793945312,40.71488571166992
98418,-73.97377014160156,40.74742889404297,-73.95581817626955,40.772010803222656
98462,-73.98077392578125,40.78257751464844,-73.97738647460938,40.75470352172852
98498,-73.9506607055664,40.77519607543945,-73.94977569580078,40.78441619873047
98708,-73.78185272216798,40.64479446411133,-73.96326446533203,40.76680374145508
98713,-74.00968933105469,40.72288513183594,-74.00633239746094,40.73315048217773
98724,-73.9903335571289,40.75635147094727,-73.99874114990234,40.744606018066406
98813,-73.9898681640625,40.718544006347656,-73.9577865600586,40.72069549560547
99023,-73.87316131591797,40.77402114868164,-73.97122192382812,40.68989562988281
99164,-73.9696044921875,40.75768280029297,-73.99992370605469,40.743408203125
99333,-73.97183990478516,40.67652130126953,-73.9500732421875,40.68266296386719
99377,-73.99285888671875,40.72816467285156,-73.99401092529298,40.77064514160156
99536,-73.98979187011719,40.73250198364258,-73.98979187011719,40.73250198364258
99618,-73.99544525146483,40.76921081542969,-74.00284576416014,40.7072868347168
99685,-73.98181915283203,40.77854919433594,-73.9586639404297,40.76897811889648
99707,-73.99752044677734,40.72159957885742,-73.97726440429686,40.76093673706055
99732,-73.96698760986328,40.80416870117188,-73.98348999023438,40.75001907348633
99995,-73.98165130615234,40.720741271972656,-74.00743865966798,40.70513153076172
100158,-73.97454071044923,40.75981521606445,-73.96815490722656,40.767032623291016
100509,-73.99980926513672,40.72854995727539,-73.97288513183594,40.760337829589844
100630,-73.9896469116211,40.73970413208008,-74.00593566894531,40.74837112426758
100735,-73.98649597167969,40.73418045043945,-73.99824523925781,40.74577331542969
100869,-73.98375701904298,40.73584365844727,-73.98883819580078,40.74127960205078
100879,-73.96189880371094,40.7764778137207,-73.97156524658203,40.782081604003906
100918,-73.95470428466798,40.76980972290039,-73.97106170654298,40.75801086425781
101009,-73.972900390625,40.75849151611328,-73.9911880493164,40.75542068481445
101023,-73.98626708984375,40.76704025268555,-73.98367309570312,40.75149917602539
101112,-74.00314331054686,40.71387100219727,-73.9967269897461,40.71820068359375
101157,-73.96817779541014,40.76237869262695,-73.95654296875,40.747501373291016
101206,-73.98152923583984,40.7783203125,-73.9634780883789,40.77091979980469
101246,-73.99874114990234,40.73411560058594,-73.99002075195312,40.72544860839844
101384,-73.9603271484375,40.77286911010742,-73.96967315673827,40.76320266723633
101518,-73.94816589355469,40.82978439331055,-73.93091583251955,40.82112884521485
101552,-74.0059814453125,40.73538589477539,-73.97003936767578,40.75067901611328
101711,-73.97160339355469,40.75596237182617,-73.9926223754883,40.7585563659668
101719,-73.97480010986328,40.74208068847656,-73.98120880126955,40.77103042602539
101748,-74.00081634521484,40.72222137451172,-74.00643157958984,40.7392463684082
101888,-73.99552154541014,40.74505615234375,-73.99571990966798,40.73299026489258
102169,-73.78189849853516,40.64459228515625,-73.97772979736328,40.7532615661621
102333,-73.97770690917969,40.75379180908203,-74.0027084350586,40.76061248779297
102543,-73.96139526367188,40.80221557617188,-73.9842300415039,40.73613739013672
102624,-73.9798583984375,40.7434196472168,-73.97518920898438,40.75823974609375
102749,-73.97413635253906,40.76282501220703,-73.96782684326173,40.75581359863281
103264,-74.00045013427734,40.742488861083984,-73.97889709472656,40.68601989746094
103453,-73.98976135253906,40.723350524902344,-73.99199676513672,40.74890899658203
103777,-73.98539733886719,40.73988342285156,-73.98062133789062,40.742130279541016
103810,-73.9902801513672,40.73872756958008,-73.98875427246094,40.74848937988281
103915,-73.98126983642578,40.74127578735352,-73.99237060546875,40.72666931152344
103949,-73.9914321899414,40.75572967529297,-73.99394989013672,40.751319885253906
104287,-73.99625396728516,40.737205505371094,-73.99083709716798,40.73672866821289
104292,-73.98527526855469,40.73179626464844,-73.98352813720702,40.72365951538085
104295,-73.98619842529298,40.74699401855469,-74.17759704589844,40.69041061401367
104308,-73.99132537841797,40.74483108520508,-73.95291900634766,40.780067443847656
104401,-73.97600555419923,40.762611389160156,-73.99320220947266,40.736366271972656
104829,-73.98025512695312,40.76054382324219,-73.93984985351562,40.8116569519043
105327,-73.9840087890625,40.743328094482415,-73.95854949951173,40.71903991699219
105459,-73.99803924560547,40.755714416503906,-74.0050277709961,40.74123001098633
105602,-73.96381378173827,40.8027572631836,-73.96881103515625,40.791263580322266
105663,-73.99983978271484,40.74333572387695,-73.99635314941406,40.72683715820313
105797,-73.97834014892578,40.72910690307617,-73.99768829345702,40.721717834472656
105853,-73.995361328125,40.76419067382813,-73.98702239990234,40.75801086425781
105915,-74.00483703613281,40.75188827514648,-73.9792709350586,40.74953842163085
106241,-73.95549011230467,40.77943420410156,-73.94459533691406,40.77917861938477
106262,-73.99057006835938,40.7480354309082,-74.00170135498048,40.75577163696289
106375,-73.98020172119139,40.78587341308594,-73.96398162841797,40.80762100219727
106502,-73.9583282470703,40.778568267822266,-73.94457244873048,40.7799186706543
106720,-73.9727783203125,40.7598991394043,-74.00341796875,40.74737930297852
106751,-73.97837829589844,40.74156951904297,-73.9886016845703,40.72727966308594
106797,-73.98888397216798,40.761756896972656,-73.97486877441406,40.76241683959961
107023,-73.98893737792969,40.74452209472656,-73.95320129394531,40.7421989440918
107079,-73.97398376464845,40.78307342529297,-73.98262023925781,40.77224349975585
107128,-73.9908676147461,40.75568008422852,-73.9481201171875,40.77982711791992
107345,-73.98066711425781,40.73845672607422,-73.78557586669923,40.64320373535156
107530,-73.99582672119139,40.76927947998047,-73.97957611083984,40.74620056152344
107644,-73.99128723144531,40.74485397338867,-73.97826385498048,40.75233840942383
107725,-73.97506713867188,40.7618293762207,-73.95315551757811,40.78352355957031
107771,-73.96302032470702,40.761543273925774,-73.980712890625,40.73385620117188
108001,-73.97015380859375,40.76148986816406,-73.9879379272461,40.759849548339844
108002,-73.98462677001955,40.743507385253906,-73.99353790283203,40.73493194580078
108023,-74.0100326538086,40.72092819213867,-74.011474609375,40.70798110961913
108327,-74.0022964477539,40.750160217285156,-74.00776672363281,40.73287963867188
108876,-73.96779632568358,40.75587844848633,-73.97853851318358,40.74510955810547
109040,-73.98943328857422,40.773048400878906,-73.96969604492188,40.79496765136719
109078,-73.99177551269531,40.72600936889648,-73.9853515625,40.727455139160156
109430,-73.97557830810547,40.7488670349121,-73.98815155029298,40.759254455566406
109637,-74.01006317138672,40.720611572265625,-74.01765441894531,40.70908737182617
109831,-73.98701477050781,40.73939514160156,-73.99771881103516,40.72076797485352
110398,-73.9969024658203,40.73643112182617,-74.00508880615234,40.74174880981445
110565,-73.98538970947266,40.76824569702149,-73.98565673828125,40.77326965332031
110815,-73.98339080810547,40.75101089477539,-73.98056030273438,40.74234008789063
110985,-73.99645233154298,40.73188018798828,-74.00580596923827,40.74026870727539
111016,-73.99333190917969,40.74211120605469,-73.97840881347656,40.75484848022461
111031,-73.9747085571289,40.7573471069336,-74.00470733642578,40.74191284179688
111092,-73.96803283691406,40.80066680908203,-73.96183013916014,40.795753479003906
111204,-74.00532531738281,40.745948791503906,-74.01740264892578,40.70800018310547
